Release Date,Release Type,Inmate Type,Gender,Race,Age,County,Offense Code,Offense,Offense Description,Sentence Date,Offense Date,Sentence (Years)
12/10/2021,Discharge,J2,M,Black,21,Dallas,23990194,Property,"THEFT PROP >=$2,500<$30K",06/22/2021,02/06/2018,6 to 7 Months
04/29/2022,Discharge,J2,M,Black,18,Dallas,23990194,Property,"THEFT PROP >=$2,500<$30K",01/13/2022,11/10/2021,6 Months & Less
03/14/2022,SAFPF - Prob,FT,F,White,33,Smith,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",,11/13/2020,SAFPF
02/18/2022,DMS,G2,M,White,66,Blanco,23990010,Property,THEFT PROP >=$20K<$100K,03/07/2018,08/26/2013,8 Years
10/20/2021,Discharge,J2,M,White,23,Van Zandt,23990196,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",07/09/2021,06/19/2019,6 Months & Less
08/30/2022,SAFPF - Prob,FT,F,White,29,Taylor,23990194,Property,"THEFT PROP >=$2,500<$30K",,02/28/2020,SAFPF
08/08/2022,SAFPF - Prob,FT,M,Hispanic,26,Bowie,23990008,Property,THEFT OF FIREARM,,01/25/2016,SAFPF
06/22/2022,Discharge,J2,M,Black,23,Ellis,23990008,Property,THEFT OF FIREARM,08/18/2021,03/22/2016,16 to 17 Months
04/20/2022,SAFPF - Prob,FT,M,Black,33,Dallas,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",,05/19/2020,SAFPF
08/03/2022,Discharge,J2,M,Black,63,Coryell,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",03/30/2022,12/20/2021,8 to 9 Months
01/07/2022,Discharge,J4,F,White,22,Taylor,23990194,Property,"THEFT PROP >=$2,500<$30K",03/18/2021,02/13/2019,9 to 10 Months
06/22/2022,Discharge,J2,M,Hispanic,21,Bexar,23990132,Property,THEFT FROM PERSON,01/27/2022,06/25/2021,11 to 12 Months
04/14/2022,Discharge,J2,M,Black,25,Harris,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",07/01/2021,12/26/2020,9 to 10 Months
08/09/2022,DMS,G2,M,Black,27,Montgomery,23990202,Property,THEFT PROP <$300K ATM,10/02/2019,04/23/2019,4 Years
05/05/2022,Discharge,J2,M,White,48,Wichita,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",10/15/2021,07/27/2019,8 to 9 Months
06/02/2022,Discharge,J2,F,Black,28,Brazos,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",02/10/2022,12/21/2021,6 Months & Less
08/02/2022,Discharge,J2,M,Hispanic,39,Cameron,23990194,Property,"THEFT PROP >=$2,500<$30K",03/30/2021,03/31/2017,23 to 24 Months & More
08/17/2022,Discharge,J2,M,Hispanic,20,Bexar,23990194,Property,"THEFT PROP >=$2,500<$30K",08/18/2021,04/07/2019,17 to 18 Months
12/13/2021,SAFPF - Prob,FT,M,White,20,Erath,23990008,Property,THEFT OF FIREARM,,08/05/2019,SAFPF
02/01/2022,DMS,G2,M,Hispanic,37,Ector,23990198,Property,THEFT PROP >=$30K<$150K,08/03/2018,02/14/2018,5 Years
02/03/2022,Discharge,J2,M,White,24,Baylor,23990008,Property,THEFT OF FIREARM,05/09/2019,06/05/2018,11 to 12 Months
12/10/2021,Discharge,J2,M,White,23,Williamson,23990194,Property,"THEFT PROP >=$2,500<$30K",08/09/2021,04/26/2021,8 to 9 Months
05/27/2022,Discharge,J2,M,Hispanic,21,Harris,23990194,Property,"THEFT PROP >=$2,500<$30K",01/10/2022,02/17/2020,6 Months & Less
06/09/2022,DMS,G2,F,White,27,Grayson,23990208,Property,THEFT PROP >=$2500<$30K ENH IAT,05/07/2020,09/23/2019,4 Years
09/01/2021,Discharge,J2,M,White,24,Jasper,23990008,Property,THEFT OF FIREARM,01/28/2019,06/12/2016,17 to 18 Months
08/16/2022,Discharge,J2,M,Black,24,Harris,23990194,Property,"THEFT PROP >=$2,500<$30K",05/10/2022,12/01/2021,6 Months & Less
04/29/2022,Discharge,J2,M,Black,56,Harris,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",02/08/2022,11/04/2021,6 Months & Less
03/02/2022,Parole,G2,F,White,30,Galveston,23990209,Property,THEFT PROP <$2500 2+ CONV ENH IAT,12/06/2021,08/14/2019,2 Years & Less
02/02/2022,DMS,G2,M,White,23,Parker,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",04/07/2020,12/21/2019,3 Years
04/22/2022,DMS,G2,M,Hispanic,26,Bexar,23990198,Property,THEFT PROP >=$30K<$150K,10/29/2020,08/13/2020,2 Years & Less
02/15/2022,Parole,IT,M,Hispanic,22,Dallas,23990194,Property,"THEFT PROP >=$2,500<$30K",03/05/2020,10/31/2017,10 Years
10/26/2021,SAFPF - Prob,FT,M,White,34,Medina,23990194,Property,"THEFT PROP >=$2,500<$30K",,07/05/2018,SAFPF
05/09/2022,DMS,G2,M,Black,46,Rockwall,23990198,Property,THEFT PROP >=$30K<$150K,09/15/2020,08/14/2019,2 Years & Less
10/28/2021,Discharge,J2,M,Black,21,Jefferson,23990132,Property,THEFT FROM PERSON,06/28/2021,04/29/2019,8 to 9 Months
03/25/2022,Discharge,J2,F,Black,21,Harris,23990132,Property,THEFT FROM PERSON,01/18/2022,07/20/2020,14 to 15 Months
10/29/2021,Discharge,J2,M,Black,24,Limestone,23990194,Property,"THEFT PROP >=$2,500<$30K",03/11/2021,05/10/2020,17 to 18 Months
10/22/2021,Discharge,J2,M,White,19,Anderson,23990008,Property,THEFT OF FIREARM,10/16/2020,04/26/2020,17 to 18 Months
01/14/2022,Discharge,J2,M,Hispanic,25,Bexar,23990194,Property,"THEFT PROP >=$2,500<$30K",07/13/2021,12/10/2017,7 to 8 Months
03/21/2022,Discharge,J5,M,Hispanic,20,Harris,23990008,Property,THEFT OF FIREARM,10/12/2021,05/26/2021,9 to 10 Months
06/20/2022,Parole,G2,M,White,49,Tarrant,23990004,Property,"THEFT PROP>=$1,500<$20K",07/11/2018,03/10/2014,9 Years
01/20/2022,Discharge,J2,M,White,39,Dallas,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",08/31/2021,08/04/2021,6 to 7 Months
09/03/2021,Discharge,J2,F,White,29,El Paso,23990196,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",06/16/2021,02/07/2019,6 Months & Less
02/24/2022,DMS,G1,F,White,52,Bexar,23990176,Property,THEFT PROP >=$100K<$200K,11/29/2016,06/30/2013,9 Years
09/01/2021,Discharge,J2,F,White,48,Parker,23990196,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",12/05/2019,12/16/2018,8 to 9 Months
04/22/2022,DMS,G2,M,White,28,Harris,23990198,Property,THEFT PROP >=$30K<$150K,01/27/2021,12/05/2020,3 Years
02/04/2022,Parole,G2,M,Hispanic,45,Hidalgo,23990201,Property,THEFT PROP >=$150K<$300K,05/18/2020,11/17/2016,5 Years
10/27/2021,DMS,G2,M,Black,21,Collin,23990198,Property,THEFT PROP >=$30K<$150K,05/15/2019,11/07/2018,3 Years
04/22/2022,Parole,G2,M,White,51,Midland,23990183,Property,THEFT OF SERV >=$300K,02/08/2022,04/17/2016,10 Years
09/24/2021,DMS,G2,M,Black,19,Harris,23990198,Property,THEFT PROP >=$30K<$150K,08/05/2020,09/09/2019,3 Years
02/02/2022,Discharge,J2,M,Hispanic,21,Midland,23990008,Property,THEFT OF FIREARM,02/13/2020,06/24/2019,23 to 24 Months & More
12/09/2021,Parole,IT,M,Hispanic,23,Collin,23990203,Property,THEFT PROP >=$300K,05/24/2019,03/25/2018,10 Years
12/23/2021,Discharge,J2,M,Black,48,Tarrant,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",07/02/2021,04/26/2021,8 to 9 Months
06/28/2022,Discharge,J2,M,Hispanic,18,Harris,23990132,Property,THEFT FROM PERSON,04/07/2022,03/30/2021,11 to 12 Months
09/22/2021,Discharge,J2,M,White,18,Lee,23990008,Property,THEFT OF FIREARM,05/04/2021,07/24/2020,6 Months & Less
07/15/2022,Discharge,J2,M,Hispanic,21,Taylor,23990008,Property,THEFT OF FIREARM,02/24/2020,02/09/2019,11 to 12 Months
01/04/2022,DMS,G2,M,Hispanic,20,Atascosa,23990198,Property,THEFT PROP >=$30K<$150K,11/22/2021,01/22/2021,2 Years & Less
05/20/2022,Discharge,J2,M,White,23,Ellis,23990008,Property,THEFT OF FIREARM,05/03/2018,01/05/2017,11 to 12 Months
02/25/2022,Discharge,J2,M,White,23,Brazos,23990132,Property,THEFT FROM PERSON,01/05/2022,05/04/2021,9 to 10 Months
03/08/2022,SAFPF - Prob,FT,F,White,23,Taylor,23990132,Property,THEFT FROM PERSON,,08/17/2020,SAFPF
12/20/2021,SAFPF - Prob,FT,F,Black,33,Williamson,23990194,Property,"THEFT PROP >=$2,500<$30K",,06/16/2016,SAFPF
02/17/2022,Parole,G1,M,White,41,Hale,23990201,Property,THEFT PROP >=$150K<$300K,10/27/2017,04/14/2017,10 Years
12/15/2021,Discharge,J2,M,White,52,Tarrant,23990194,Property,"THEFT PROP >=$2,500<$30K",10/07/2021,01/23/2021,6 Months & Less
10/27/2021,Discharge,J2,F,White,33,Brazoria,23990008,Property,THEFT OF FIREARM,04/09/2021,10/28/2020,11 to 12 Months
09/27/2021,Parole,G2,M,Hispanic,26,Harris,23990168,Property,THEFT FROM PERSON ENH IAT,05/19/2020,08/10/2019,2 Years & Less
11/19/2021,Discharge,J2,M,White,38,Tarrant,23990196,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",06/14/2021,03/12/2020,6 Months & Less
04/29/2022,Discharge,J2,M,Black,51,Tarrant,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",02/07/2022,10/01/2021,6 to 7 Months
12/08/2021,Parole,OT,M,White,38,Kerr,23990203,Property,THEFT PROP >=$300K,05/30/2019,10/29/2018,21 to 25 Years
10/11/2021,DMS,G1,M,White,29,Bexar,23990198,Property,THEFT PROP >=$30K<$150K,07/24/2019,07/02/2019,3 Years
03/09/2022,Discharge,J2,F,White,32,Gonzales,23990008,Property,THEFT OF FIREARM,03/31/2021,10/01/2017,11 to 12 Months
03/11/2022,Discharge,J2,M,White,34,Harris,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",01/28/2022,08/04/2021,6 Months & Less
06/28/2022,Discharge,J2,M,White,24,Anderson,23990008,Property,THEFT OF FIREARM,08/30/2019,07/31/2016,19 to 20 Months
11/16/2021,Discharge,J2,F,White,29,Houston,23990194,Property,"THEFT PROP >=$2,500<$30K",07/16/2021,01/10/2017,11 to 12 Months
10/06/2021,Discharge,J2,F,White,34,Smith,23990196,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",03/23/2021,10/09/2020,8 to 9 Months
10/25/2021,Discharge,J2,M,White,41,Smith,23990196,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",03/15/2021,10/26/2020,11 to 12 Months
01/06/2022,Discharge,J2,M,Black,21,Tarrant,23990194,Property,"THEFT PROP >=$2,500<$30K",09/30/2021,10/04/2017,8 to 9 Months
05/06/2022,Parole,G2,M,White,32,Denton,23990194,Property,"THEFT PROP >=$2,500<$30K",11/23/2021,04/16/2021,2 Years & Less
06/03/2022,Discharge,J2,M,Hispanic,22,Smith,23990194,Property,"THEFT PROP >=$2,500<$30K",07/06/2021,10/06/2017,13 to 14 Months
09/27/2021,SAFPF - Prob,FT,M,Black,23,Bowie,23990180,Property,"THEFT OF SERV >=$2,500<$30K",,08/29/2017,SAFPF
08/05/2022,SAFPF - Prob,FT,M,Black,24,Bowie,23990132,Property,THEFT FROM PERSON,,08/29/2017,SAFPF
11/19/2021,Discharge,J2,M,Black,24,McLennan,23990132,Property,THEFT FROM PERSON,04/15/2021,07/04/2018,14 to 15 Months
09/01/2021,Discharge,J2,F,Black,43,Bowie,23990196,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",03/15/2021,06/07/2020,11 to 12 Months
09/30/2021,Discharge,J2,M,White,42,Denton,23990196,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",02/03/2021,09/04/2020,6 Months & Less
09/27/2021,Discharge,J2,M,Hispanic,26,San Patricio,23990008,Property,THEFT OF FIREARM,11/10/2020,04/01/2018,14 to 15 Months
04/11/2022,Discharge,J2,M,Hispanic,23,El Paso,23990194,Property,"THEFT PROP >=$2,500<$30K",02/25/2022,12/12/2020,11 to 12 Months
07/08/2022,DMS,G2,M,Black,22,Harris,23990198,Property,THEFT PROP >=$30K<$150K,01/06/2022,08/05/2021,2 Years & Less
04/06/2022,Discharge,J2,M,Hispanic,21,Hunt,23990008,Property,THEFT OF FIREARM,05/21/2021,01/15/2021,17 to 18 Months
12/08/2021,SAFPF - Prob,FT,M,White,22,Randall,23990194,Property,"THEFT PROP >=$2,500<$30K",,07/22/2019,SAFPF
07/15/2022,Discharge,J2,F,White,46,Smith,23990194,Property,"THEFT PROP >=$2,500<$30K",11/30/2021,10/06/2017,9 to 10 Months
09/24/2021,Discharge,J2,M,White,32,Smith,23990194,Property,"THEFT PROP >=$2,500<$30K",04/26/2021,11/30/2017,6 to 7 Months
08/24/2022,Discharge,J2,M,White,38,Hopkins,23990008,Property,THEFT OF FIREARM,12/14/2021,08/10/2020,11 to 12 Months
09/23/2021,Discharge,J2,M,Hispanic,21,Harris,23990194,Property,"THEFT PROP >=$2,500<$30K",06/29/2021,03/08/2020,6 Months & Less
05/26/2022,Discharge,J4,M,Black,23,Bowie,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",10/05/2021,07/02/2021,11 to 12 Months
02/28/2022,Discharge,J2,M,White,26,Randall,23990194,Property,"THEFT PROP >=$2,500<$30K",06/17/2021,02/11/2020,9 to 10 Months
09/08/2021,Parole,G2,M,Black,19,Brazos,23990202,Property,THEFT PROP <$300K ATM,06/16/2021,04/13/2020,2 Years & Less
10/11/2021,Discharge,J2,M,Black,21,Navarro,23990008,Property,THEFT OF FIREARM,06/03/2020,02/10/2020,11 to 12 Months
11/05/2021,Parole,G2,F,White,22,Grimes,23990202,Property,THEFT PROP <$300K ATM,03/22/2021,03/19/2020,3 Years
03/11/2022,Discharge,J1,F,Hispanic,45,Bexar,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",03/30/2021,10/20/2019,14 to 15 Months
10/08/2021,Discharge,J2,M,Black,19,Montgomery,23990194,Property,"THEFT PROP >=$2,500<$30K",08/05/2021,10/08/2020,7 to 8 Months
08/12/2022,Discharge,G5,M,Black,19,Tarrant,23990194,Property,"THEFT PROP >=$2,500<$30K",09/28/2020,08/02/2020,2 Years & Less
10/13/2021,SAFPF - Prob,FT,F,Hispanic,24,Dallas,23990194,Property,"THEFT PROP >=$2,500<$30K",,06/23/2018,SAFPF
09/30/2021,Discharge,J2,F,White,35,Tom Green,23990196,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",07/07/2021,03/15/2021,6 to 7 Months
07/29/2022,Discharge,J2,M,Black,20,Grayson,23990008,Property,THEFT OF FIREARM,04/01/2022,04/01/2021,8 to 9 Months
06/30/2022,Discharge,J2,M,White,31,Parker,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",01/10/2022,10/04/2021,8 to 9 Months
01/20/2022,Discharge,J2,M,Black,20,Harris,23990008,Property,THEFT OF FIREARM,09/30/2021,09/20/2018,11 to 12 Months
09/22/2021,Discharge,J2,M,Black,24,Brazoria,23990008,Property,THEFT OF FIREARM,05/10/2021,03/07/2018,9 to 10 Months
09/02/2021,Parole,IT,M,White,49,Bexar,23990208,Property,THEFT PROP >=$2500<$30K ENH IAT,12/06/2018,11/28/2017,4 Years
06/23/2022,Discharge,J2,M,Hispanic,28,Brazoria,23990008,Property,THEFT OF FIREARM,03/12/2020,06/05/2017,14 to 15 Months
01/24/2022,SAFPF - Prob,FT,M,White,21,Jasper,23990194,Property,"THEFT PROP >=$2,500<$30K",,12/21/2020,SAFPF
12/16/2021,Discharge,J2,M,White,38,Tarrant,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",10/07/2021,08/20/2020,6 Months & Less
04/22/2022,Parole,G1,F,White,40,Dallas,23990203,Property,THEFT PROP >=$300K,03/29/2018,06/20/2016,11 to 15 Years
04/13/2022,SAFPF - Prob,FT,F,White,29,Eastland,23990194,Property,"THEFT PROP >=$2,500<$30K",,02/06/2018,SAFPF
01/07/2022,Discharge,J2,F,Black,25,Tarrant,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",05/21/2021,12/01/2020,7 to 8 Months
06/10/2022,Discharge,J2,M,Hispanic,20,Tarrant,23990008,Property,THEFT OF FIREARM,03/25/2022,12/15/2021,6 Months & Less
03/25/2022,Discharge,J2,M,White,30,Taylor,23990194,Property,"THEFT PROP >=$2,500<$30K",07/28/2021,10/26/2019,13 to 14 Months
11/30/2021,Discharge,J2,M,White,57,Henderson,23990197,Property,THEFT OF MATERIAL ALUM/BRNZ/COPPER/BRASS <$20K,03/23/2021,04/25/2018,11 to 12 Months
05/26/2022,Discharge,J2,M,Hispanic,30,El Paso,23990194,Property,"THEFT PROP >=$2,500<$30K",02/08/2022,10/01/2018,6 Months & Less
12/28/2021,Parole,PR,M,Hispanic,20,Denton,23990198,Property,THEFT PROP >=$30K<$150K,03/03/2021,04/29/2020,4 Years
01/13/2022,Parole,IT,M,White,29,Hill,23990199,Property,THEFT CATTLE/HORSE/EXOTIC LIVESTOCK <$150K,12/10/2019,02/19/2019,9 Years
10/08/2021,Discharge,J2,M,Black,58,Navarro,23990196,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",05/26/2021,05/10/2020,11 to 12 Months
12/17/2021,Discharge,J2,M,Hispanic,23,Tarrant,23990008,Property,THEFT OF FIREARM,03/31/2021,01/05/2018,8 to 9 Months
06/06/2022,Parole,G2,F,Hispanic,26,Tarrant,23990194,Property,"THEFT PROP >=$2,500<$30K",11/03/2021,10/11/2019,2 Years & Less
11/15/2021,Discharge,J2,F,White,19,Mitchell,23990008,Property,THEFT OF FIREARM,01/14/2021,07/18/2019,11 to 12 Months
07/22/2022,Discharge,J2,M,White,20,Smith,23990008,Property,THEFT OF FIREARM,09/20/2021,09/19/2019,13 to 14 Months
02/28/2022,DMS,OT,F,White,56,Tarrant,23990203,Property,THEFT PROP >=$300K,05/24/2019,03/14/2018,5 Years
04/22/2022,DMS,G2,M,Black,23,Harris,23990201,Property,THEFT PROP >=$150K<$300K,03/02/2022,09/07/2020,3 Years
12/08/2021,SAFPF - Prob,FT,M,White,21,Harrison,23990008,Property,THEFT OF FIREARM,,05/14/2020,SAFPF
03/02/2022,DMS,G2,M,Black,27,Harris,23990198,Property,THEFT PROP >=$30K<$150K,01/10/2020,03/19/2019,4 Years
08/05/2022,Discharge,J2,M,White,50,Bowie,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",09/08/2021,07/04/2021,11 to 12 Months
10/13/2021,Discharge,J2,M,Hispanic,21,Tarrant,23990132,Property,THEFT FROM PERSON,04/23/2021,05/23/2019,7 to 8 Months
12/03/2021,DMS,G2,M,Black,28,Dallas,28990015,Property,THEFT OF CARGO >=$100K<$200K,04/27/2021,09/11/2018,2 Years & Less
01/12/2022,SAFPF - Prob,FT,M,White,22,Jackson,23990008,Property,THEFT OF FIREARM,,03/30/2020,SAFPF
01/24/2022,Discharge,J2,M,Black,23,Jasper,23990008,Property,THEFT OF FIREARM,08/03/2021,07/19/2018,6 Months & Less
05/13/2022,Parole,G2,M,Hispanic,27,Smith,23990198,Property,THEFT PROP >=$30K<$150K,07/22/2021,02/09/2021,3 Years
05/10/2022,Discharge,J2,M,White,36,Wichita,23990008,Property,THEFT OF FIREARM,07/18/2019,09/01/2017,23 to 24 Months & More
12/17/2021,Discharge,J2,M,White,29,Travis,23990194,Property,"THEFT PROP >=$2,500<$30K",08/11/2021,01/04/2020,11 to 12 Months
04/01/2022,Discharge,J2,M,White,50,McLennan,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",09/17/2020,04/03/2020,23 to 24 Months & More
11/05/2021,Discharge,J4,M,White,20,Wood,23990194,Property,"THEFT PROP >=$2,500<$30K",05/27/2021,07/16/2019,17 to 18 Months
06/09/2022,SAFPF - Prob,FT,M,Hispanic,19,Wharton,23990008,Property,THEFT OF FIREARM,,06/21/2020,SAFPF
07/29/2022,Discharge,J2,M,White,21,Newton,23990194,Property,"THEFT PROP >=$2,500<$30K",11/04/2021,06/09/2019,13 to 14 Months
02/07/2022,SAFPF - Prob,FT,M,White,19,Lamar,23990194,Property,"THEFT PROP >=$2,500<$30K",,06/15/2019,SAFPF
01/27/2022,Discharge,J2,F,White,20,Tarrant,23990194,Property,"THEFT PROP >=$2,500<$30K",12/03/2021,12/07/2020,6 Months & Less
03/07/2022,Discharge,J2,M,White,34,Jefferson,23990197,Property,THEFT OF MATERIAL ALUM/BRNZ/COPPER/BRASS <$20K,10/20/2021,07/05/2021,6 Months & Less
11/01/2021,Discharge,J2,M,White,26,Harris,23990194,Property,"THEFT PROP >=$2,500<$30K",07/09/2021,01/27/2021,9 to 10 Months
09/02/2021,Parole,G2,F,White,27,Randall,23990198,Property,THEFT PROP >=$30K<$150K,02/11/2019,11/11/2018,8 Years
06/14/2022,Discharge,J2,M,White,43,Hopkins,23990194,Property,"THEFT PROP >=$2,500<$30K",02/28/2022,05/09/2018,14 to 15 Months
08/17/2022,Discharge,J2,M,Black,37,Tarrant,23990207,Property,THEFT PROP >=$750<$2500 ENH IAT,06/28/2021,12/06/2020,13 to 14 Months
03/15/2022,Probation,G2,M,Hispanic,19,Dallas,23990198,Property,THEFT PROP >=$30K<$150K,09/16/2021,08/12/2021,10 Years
11/17/2021,Discharge,G5,M,Black,29,Harris,23990201,Property,THEFT PROP >=$150K<$300K,12/18/2019,01/03/2019,2 Years & Less
07/21/2022,SAFPF - Prob,FT,F,White,24,Victoria,23990008,Property,THEFT OF FIREARM,,10/04/2019,SAFPF
03/07/2022,Discharge,J2,M,Hispanic,32,Harris,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",07/28/2021,06/07/2021,8 to 9 Months
05/06/2022,Discharge,J2,M,White,23,Jackson,23990008,Property,THEFT OF FIREARM,12/03/2021,05/15/2021,11 to 12 Months
10/07/2021,Discharge,J2,M,Hispanic,21,Harris,23990008,Property,THEFT OF FIREARM,04/19/2021,04/12/2019,7 to 8 Months
07/08/2022,Discharge,J2,M,White,21,Dallam,23990008,Property,THEFT OF FIREARM,09/22/2021,10/26/2020,13 to 14 Months
05/19/2022,DMS,G1,M,Black,22,Harris,23990202,Property,THEFT PROP <$300K ATM,03/30/2021,05/07/2019,4 Years
11/02/2021,Discharge,J2,M,Black,47,Galveston,23990196,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",06/17/2021,02/03/2021,9 to 10 Months
04/04/2022,Discharge,J2,M,Black,24,Orange,23990008,Property,THEFT OF FIREARM,02/23/2021,06/07/2019,23 to 24 Months & More
12/07/2021,Discharge,J2,M,Black,53,Dallas,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",10/05/2021,06/13/2021,6 Months & Less
09/07/2021,Discharge,J4,F,White,21,Taylor,23990008,Property,THEFT OF FIREARM,12/12/2019,07/09/2019,17 to 18 Months
03/17/2022,Discharge,J2,M,Hispanic,19,Ector,23990008,Property,THEFT OF FIREARM,04/13/2021,06/06/2020,11 to 12 Months
11/16/2021,DMS,G2,F,White,62,Dallas,23990201,Property,THEFT PROP >=$150K<$300K,02/27/2020,01/31/2019,4 Years
10/14/2021,Discharge,J2,M,Hispanic,23,Harris,23990194,Property,"THEFT PROP >=$2,500<$30K",06/02/2021,04/02/2021,6 Months & Less
04/15/2022,Discharge,J2,M,Black,18,Tarrant,23990132,Property,THEFT FROM PERSON,02/23/2022,02/09/2021,6 Months & Less
04/29/2022,Discharge,J2,M,White,58,Gonzales,23990004,Property,"THEFT PROP>=$1,500<$20K",11/03/2021,09/25/2013,6 Months & Less
07/01/2022,Discharge,J2,M,White,31,Bexar,23990194,Property,"THEFT PROP >=$2,500<$30K",02/03/2022,03/04/2019,11 to 12 Months
09/17/2021,Discharge,J2,M,Black,35,Potter,23990194,Property,"THEFT PROP >=$2,500<$30K",03/03/2021,07/19/2019,13 to 14 Months
10/22/2021,Discharge,J4,M,White,29,Lamar,23990194,Property,"THEFT PROP >=$2,500<$30K",03/12/2021,05/17/2020,8 to 9 Months
11/03/2021,SAFPF - Prob,FT,F,Asian,46,Bell,23990194,Property,"THEFT PROP >=$2,500<$30K",,01/28/2020,SAFPF
07/18/2022,Discharge,J2,M,White,35,Guadalupe,23990194,Property,"THEFT PROP >=$2,500<$30K",10/06/2021,01/07/2021,11 to 12 Months
01/07/2022,Discharge,J2,M,White,51,Montgomery,23990194,Property,"THEFT PROP >=$2,500<$30K",09/15/2021,10/27/2019,6 Months & Less
10/08/2021,Probation,OT,F,White,51,Tarrant,23990013,Property,THEFT PROP>=$200K,04/16/2021,12/22/2008,10 Years
03/25/2022,Discharge,J2,M,White,26,Harris,23990132,Property,THEFT FROM PERSON,02/22/2022,03/30/2021,11 to 12 Months
12/06/2021,Discharge,J2,M,Hispanic,27,Ector,23990008,Property,THEFT OF FIREARM,05/11/2020,11/26/2019,19 to 20 Months
02/15/2022,Discharge,J2,M,White,41,Montgomery,23990207,Property,THEFT PROP >=$750<$2500 ENH IAT,07/20/2021,11/03/2020,9 to 10 Months
05/04/2022,DMS,G2,M,White,43,Harris,23990198,Property,THEFT PROP >=$30K<$150K,03/11/2022,12/03/2019,2 Years & Less
06/20/2022,SAFPF - Prob,FT,F,White,20,Bandera,23990194,Property,"THEFT PROP >=$2,500<$30K",,12/27/2019,SAFPF
10/06/2021,DMS,G2,M,Hispanic,30,Montgomery,23990198,Property,THEFT PROP >=$30K<$150K,07/22/2021,06/23/2020,2 Years & Less
06/03/2022,Discharge,J2,M,White,44,Denton,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",02/10/2022,05/25/2020,14 to 15 Months
12/21/2021,Discharge,J2,M,Hispanic,20,Brazoria,23990008,Property,THEFT OF FIREARM,07/29/2021,01/06/2020,6 to 7 Months
05/09/2022,DMS,G2,M,White,20,Montgomery,23160006,Property,THEFT-MAIL ID INFO =20<50 ADDRESSES IAT,03/03/2022,01/08/2020,2 Years & Less
01/31/2022,Parole,IT,F,White,34,Ector,23990198,Property,THEFT PROP >=$30K<$150K,04/14/2021,08/27/2020,4 Years
11/04/2021,Parole,G2,M,White,42,Fannin,23990198,Property,THEFT PROP >=$30K<$150K,07/02/2021,11/04/2019,3 Years
06/22/2022,DMS,G2,M,White,33,Harris,23990198,Property,THEFT PROP >=$30K<$150K,08/11/2020,01/31/2020,4 Years
06/02/2022,SAFPF - Prob,FT,M,White,20,Hopkins,23990008,Property,THEFT OF FIREARM,,04/06/2020,SAFPF
09/24/2021,Discharge,J2,F,White,39,Henderson,23990194,Property,"THEFT PROP >=$2,500<$30K",07/13/2021,03/11/2020,7 to 8 Months
05/06/2022,Discharge,J2,F,White,39,Bexar,23990194,Property,"THEFT PROP >=$2,500<$30K",02/11/2022,11/21/2020,6 Months & Less
08/30/2022,Discharge,J2,M,White,36,Brazoria,23990194,Property,"THEFT PROP >=$2,500<$30K",12/15/2021,08/31/2021,11 to 12 Months
04/20/2022,Discharge,J2,M,Black,35,Harris,23990194,Property,"THEFT PROP >=$2,500<$30K",10/01/2021,06/07/2020,11 to 12 Months
04/20/2022,Discharge,J2,F,Black,19,Midland,23990008,Property,THEFT OF FIREARM,10/15/2020,07/18/2020,14 to 15 Months
08/09/2022,Discharge,J2,M,Hispanic,61,McLennan,23990194,Property,"THEFT PROP >=$2,500<$30K",02/10/2022,06/03/2017,14 to 15 Months
